ID,Name,Designator,Footprint,Quantity,Manufacturer Part,Manufacturer,Supplier,Supplier Part
1,C34499,"D34_00_00,D1_00_00,D2_00_00,D3_00_00,D4_00_00,D5_00_00,D6_00_00,D7_00_00,D8_00_00,D9_00_00,D10_00_00,D11_00_00,D12_00_00,D13_00_00,D14_00_00,D15_00_00,D16_00_00,D17_00_00,D18_00_00,D19_00_00,D20_00_00,D21_00_00,D22_00_00,D23_00_00,D24_00_00,D25_00_00,D26_00_00,D27_00_00,D28_00_00,D29_00_00,D30_00_00,D31_00_00,D32_00_00,D33_00_00,D35_00_00,D36_00_00,D37_00_00,D38_00_00,D39_00_00,D40_00_00,D41_00_00,D42_00_00,D43_00_00,D44_00_00,D45_00_00,D46_00_00,D47_00_00,D48_00_00,D49_00_00,D50_00_00,D51_00_00,D52_00_00,D53_00_00,D54_00_00,D61_00_00,D62_00_00,D63_00_00,D64_00_00,D65_00_00,D66_00_00,D67_00_00,D68_00_00,D69_00_00,D71_00_00,D72_00_00,D73_00_00,D74_00_00,D75_00_00,D76_00_00,D77_00_00,D78_00_00,D79_00_00,D81_00_00,D82_00_00,D83_00_00,D84_00_00,D85_00_00,D86_00_00,D87_00_00,D88_00_00,D89_00_00,D55_00_00,D56_00_00,D57_00_00,D34_00_01,D1_00_01,D2_00_01,D3_00_01,D4_00_01,D5_00_01,D6_00_01,D7_00_01,D8_00_01,D9_00_01,D10_00_01,D11_00_01,D12_00_01,D13_00_01,D14_00_01,D15_00_01,D16_00_01,D17_00_01,D18_00_01,D19_00_01,D20_00_01,D21_00_01,D22_00_01,D23_00_01,D24_00_01,D25_00_01,D26_00_01,D27_00_01,D28_00_01,D29_00_01,D30_00_01,D31_00_01,D32_00_01,D33_00_01,D35_00_01,D36_00_01,D37_00_01,D38_00_01,D39_00_01,D40_00_01,D41_00_01,D42_00_01,D43_00_01,D44_00_01,D45_00_01,D46_00_01,D47_00_01,D48_00_01,D49_00_01,D50_00_01,D51_00_01,D52_00_01,D53_00_01,D54_00_01,D61_00_01,D62_00_01,D63_00_01,D64_00_01,D65_00_01,D66_00_01,D67_00_01,D68_00_01,D69_00_01,D71_00_01,D72_00_01,D73_00_01,D74_00_01,D75_00_01,D76_00_01,D77_00_01,D78_00_01,D79_00_01,D81_00_01,D82_00_01,D83_00_01,D84_00_01,D85_00_01,D86_00_01,D87_00_01,D88_00_01,D89_00_01,D55_00_01,D56_00_01,D57_00_01,D34_01_00,D1_01_00,D2_01_00,D3_01_00,D4_01_00,D5_01_00,D6_01_00,D7_01_00,D8_01_00,D9_01_00,D10_01_00,D11_01_00,D12_01_00,D13_01_00,D14_01_00,D15_01_00,D16_01_00,D17_01_00,D18_01_00,D19_01_00,D20_01_00,D21_01_00,D22_01_00,D23_01_00,D24_01_00,D25_01_00,D26_01_00,D27_01_00,D28_01_00,D29_01_00,D30_01_00,D31_01_00,D32_01_00,D33_01_00,D35_01_00,D36_01_00,D37_01_00,D38_01_00,D39_01_00,D40_01_00,D41_01_00,D42_01_00,D43_01_00,D44_01_00,D45_01_00,D46_01_00,D47_01_00,D48_01_00,D49_01_00,D50_01_00,D51_01_00,D52_01_00,D53_01_00,D54_01_00,D61_01_00,D62_01_00,D63_01_00,D64_01_00,D65_01_00,D66_01_00,D67_01_00,D68_01_00,D69_01_00,D71_01_00,D72_01_00,D73_01_00,D74_01_00,D75_01_00,D76_01_00,D77_01_00,D78_01_00,D79_01_00,D81_01_00,D82_01_00,D83_01_00,D84_01_00,D85_01_00,D86_01_00,D87_01_00,D88_01_00,D89_01_00,D55_01_00,D56_01_00,D57_01_00,D34_01_01,D1_01_01,D2_01_01,D3_01_01,D4_01_01,D5_01_01,D6_01_01,D7_01_01,D8_01_01,D9_01_01,D10_01_01,D11_01_01,D12_01_01,D13_01_01,D14_01_01,D15_01_01,D16_01_01,D17_01_01,D18_01_01,D19_01_01,D20_01_01,D21_01_01,D22_01_01,D23_01_01,D24_01_01,D25_01_01,D26_01_01,D27_01_01,D28_01_01,D29_01_01,D30_01_01,D31_01_01,D32_01_01,D33_01_01,D35_01_01,D36_01_01,D37_01_01,D38_01_01,D39_01_01,D40_01_01,D41_01_01,D42_01_01,D43_01_01,D44_01_01,D45_01_01,D46_01_01,D47_01_01,D48_01_01,D49_01_01,D50_01_01,D51_01_01,D52_01_01,D53_01_01,D54_01_01,D61_01_01,D62_01_01,D63_01_01,D64_01_01,D65_01_01,D66_01_01,D67_01_01,D68_01_01,D69_01_01,D71_01_01,D72_01_01,D73_01_01,D74_01_01,D75_01_01,D76_01_01,D77_01_01,D78_01_01,D79_01_01,D81_01_01,D82_01_01,D83_01_01,D84_01_01,D85_01_01,D86_01_01,D87_01_01,D88_01_01,D89_01_01,D55_01_01,D56_01_01,D57_01_01",LED-0805,336,whiteLEDSMD,KENTO,LCSC,C34499
2,TS342A2P-WZ,"SW1_00_00,SW2_00_00,SW3_00_00,SW4_00_00,SW5_00_00,SW6_00_00,SW7_00_00,SW8_00_00,SW9_00_00,SW10_00_00,SW11_00_00,SW12_00_00,SW13_00_00,SW14_00_00,SW15_00_00,SW16_00_00,SW17_00_00,SW18_00_00,SW19_00_00,SW20_00_00,SW21_00_00,SW22_00_00,SW23_00_00,SW24_00_00,SW25_00_00,PWR_SW_00_00,FILTER_SW_00_00,SW1_00_01,SW2_00_01,SW3_00_01,SW4_00_01,SW5_00_01,SW6_00_01,SW7_00_01,SW8_00_01,SW9_00_01,SW10_00_01,SW11_00_01,SW12_00_01,SW13_00_01,SW14_00_01,SW15_00_01,SW16_00_01,SW17_00_01,SW18_00_01,SW19_00_01,SW20_00_01,SW21_00_01,SW22_00_01,SW23_00_01,SW24_00_01,SW25_00_01,PWR_SW_00_01,FILTER_SW_00_01,SW1_01_00,SW2_01_00,SW3_01_00,SW4_01_00,SW5_01_00,SW6_01_00,SW7_01_00,SW8_01_00,SW9_01_00,SW10_01_00,SW11_01_00,SW12_01_00,SW13_01_00,SW14_01_00,SW15_01_00,SW16_01_00,SW17_01_00,SW18_01_00,SW19_01_00,SW20_01_00,SW21_01_00,SW22_01_00,SW23_01_00,SW24_01_00,SW25_01_00,PWR_SW_01_00,FILTER_SW_01_00,SW1_01_01,SW2_01_01,SW3_01_01,SW4_01_01,SW5_01_01,SW6_01_01,SW7_01_01,SW8_01_01,SW9_01_01,SW10_01_01,SW11_01_01,SW12_01_01,SW13_01_01,SW14_01_01,SW15_01_01,SW16_01_01,SW17_01_01,SW18_01_01,SW19_01_01,SW20_01_01,SW21_01_01,SW22_01_01,SW23_01_01,SW24_01_01,SW25_01_01,PWR_SW_01_01,FILTER_SW_01_01",SW-SMD_L4.0-W2.9-LS5.0,108,TS342A2P-WZ,SHOU HAN,LCSC,C557591
